2020-03-01 at 10:52:22 | INFO | pyAPIStart Up ....
2020-03-01 at 12:08:44 | DEBUG | Table Columns: ['bank_dist.age', 'bank_dist.job', 'bank_dist.marital', 'bank_dist.education', 'bank_dist.default', 'bank_dist.housing', 'bank_dist.loan', 'bank_dist.contact', 'bank_dist.month', 'bank_dist.day_of_week', 'bank_dist.duration', 'bank_dist.campaign', 'bank_dist.pdays', 'bank_dist.previous', 'bank_dist.poutcome', 'bank_dist.empvar_rate', 'bank_dist.cons_price_idx', 'bank_dist.cons_conf_idx', 'bank_dist.euribor3m', 'bank_dist.nr_employed']
2020-03-01 at 12:08:44 | DEBUG | Primarykey select string : [ age=:age ]
2020-03-01 at 12:08:44 | ERROR | Exception at crud.query query_table_byid(): 'str' object has no attribute 'astype' 
2020-03-01 at 12:18:26 | DEBUG | query_table_byid():
2020-03-01 at 12:18:26 | DEBUG | tablename: bank_dist
2020-03-01 at 12:18:26 | DEBUG | tbid: 59
2020-03-01 at 12:18:26 | DEBUG | fieldlist: None
2020-03-01 at 12:18:26 | DEBUG | idfiled: age
2020-03-01 at 12:18:26 | DEBUG | Connect use uri [ clickhouse://default:passw0rd@192.168.10.12:28123/test ]
2020-03-01 at 12:18:34 | DEBUG | Metafile does not exists, generate it from database ...
2020-03-01 at 12:18:34 | DEBUG | MetaData(bind=Engine(clickhouse://default:***@192.168.10.12:28123/test))
2020-03-01 at 12:18:34 | DEBUG | metadata exists ....
2020-03-01 at 12:18:38 | DEBUG | Read Schema: [ test ]
2020-03-01 at 12:18:40 | DEBUG | MetaData(bind=Engine(clickhouse://default:***@192.168.10.12:28123/test))
2020-03-01 at 12:18:40 | DEBUG | metadata exists ....
2020-03-01 at 12:18:40 | DEBUG | Table Columns: ['bank_dist.age', 'bank_dist.job', 'bank_dist.marital', 'bank_dist.education', 'bank_dist.default', 'bank_dist.housing', 'bank_dist.loan', 'bank_dist.contact', 'bank_dist.month', 'bank_dist.day_of_week', 'bank_dist.duration', 'bank_dist.campaign', 'bank_dist.pdays', 'bank_dist.previous', 'bank_dist.poutcome', 'bank_dist.empvar_rate', 'bank_dist.cons_price_idx', 'bank_dist.cons_conf_idx', 'bank_dist.euribor3m', 'bank_dist.nr_employed']
2020-03-01 at 12:18:40 | DEBUG | Primarykey select string : [ age=:age ]
2020-03-01 at 12:18:40 | DEBUG | Primarykey select param : [ {'age': 59} ]
2020-03-01 at 12:18:41 | DEBUG | SQL of Query: [ SELECT age, job, marital, education, "default", housing, loan, contact, month, day_of_week, duration, campaign, pdays, previous, poutcome, empvar_rate, cons_price_idx, cons_conf_idx, euribor3m, nr_employed 
FROM bank_dist 
WHERE age=%(age)s
 LIMIT %(param_1)s ]
2020-03-01 at 12:18:41 | DEBUG | Select Result: [ <sqlalchemy.engine.result.ResultProxy object at 0x0000022B6592D220> ]
2020-03-01 at 12:19:23 | DEBUG | query_table_byid():
2020-03-01 at 12:19:23 | DEBUG | tablename: bank_dist
2020-03-01 at 12:19:23 | DEBUG | tbid: 59
2020-03-01 at 12:19:23 | DEBUG | fieldlist: None
2020-03-01 at 12:19:23 | DEBUG | idfiled: age
2020-03-01 at 12:19:23 | DEBUG | Connect use uri [ clickhouse://default:passw0rd@192.168.10.12:28123/test ]
2020-03-01 at 12:19:33 | DEBUG | Metafile does not exists, generate it from database ...
2020-03-01 at 12:19:33 | DEBUG | MetaData(bind=Engine(clickhouse://default:***@192.168.10.12:28123/test))
2020-03-01 at 12:19:33 | DEBUG | metadata exists ....
2020-03-01 at 12:19:38 | ERROR | Exception at crud.query query_table_byid(): ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response')) 
2020-03-01 at 12:19:49 | DEBUG | query_table_byid():
2020-03-01 at 12:19:49 | DEBUG | tablename: bank_dist
2020-03-01 at 12:19:49 | DEBUG | tbid: 59
2020-03-01 at 12:19:49 | DEBUG | fieldlist: None
2020-03-01 at 12:19:49 | DEBUG | idfiled: age
2020-03-01 at 12:19:49 | DEBUG | Connect use uri [ clickhouse://default:passw0rd@192.168.10.12:28123/test ]
2020-03-01 at 12:19:52 | DEBUG | Metafile does not exists, generate it from database ...
2020-03-01 at 12:19:52 | DEBUG | MetaData(bind=Engine(clickhouse://default:***@192.168.10.12:28123/test))
2020-03-01 at 12:19:52 | DEBUG | metadata exists ....
2020-03-01 at 12:19:56 | DEBUG | Read Schema: [ test ]
2020-03-01 at 12:19:59 | ERROR | Exception at crud.query query_table_byid(): ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response')) 
2020-03-01 at 12:20:08 | DEBUG | query_table_byid():
2020-03-01 at 12:20:08 | DEBUG | tablename: bank_dist
2020-03-01 at 12:20:08 | DEBUG | tbid: 59
2020-03-01 at 12:20:08 | DEBUG | fieldlist: None
2020-03-01 at 12:20:08 | DEBUG | idfiled: age
2020-03-01 at 12:20:08 | DEBUG | Connect use uri [ clickhouse://default:passw0rd@192.168.10.12:28123/test ]
2020-03-01 at 12:20:11 | DEBUG | Metafile does not exists, generate it from database ...
2020-03-01 at 12:20:11 | DEBUG | MetaData(bind=Engine(clickhouse://default:***@192.168.10.12:28123/test))
2020-03-01 at 12:20:11 | DEBUG | metadata exists ....
2020-03-01 at 12:20:13 | DEBUG | Read Schema: [ test ]
2020-03-01 at 12:20:14 | DEBUG | MetaData(bind=Engine(clickhouse://default:***@192.168.10.12:28123/test))
2020-03-01 at 12:20:14 | DEBUG | metadata exists ....
2020-03-01 at 12:20:14 | DEBUG | Table Columns: ['bank_dist.age', 'bank_dist.job', 'bank_dist.marital', 'bank_dist.education', 'bank_dist.default', 'bank_dist.housing', 'bank_dist.loan', 'bank_dist.contact', 'bank_dist.month', 'bank_dist.day_of_week', 'bank_dist.duration', 'bank_dist.campaign', 'bank_dist.pdays', 'bank_dist.previous', 'bank_dist.poutcome', 'bank_dist.empvar_rate', 'bank_dist.cons_price_idx', 'bank_dist.cons_conf_idx', 'bank_dist.euribor3m', 'bank_dist.nr_employed']
2020-03-01 at 12:20:14 | DEBUG | Primarykey select string : [ age=:age ]
2020-03-01 at 12:20:14 | DEBUG | Primarykey select param : [ {'age': 59} ]
2020-03-01 at 12:20:14 | DEBUG | SQL of Query: [ SELECT age, job, marital, education, "default", housing, loan, contact, month, day_of_week, duration, campaign, pdays, previous, poutcome, empvar_rate, cons_price_idx, cons_conf_idx, euribor3m, nr_employed 
FROM bank_dist 
WHERE age=%(age)s
 LIMIT %(param_1)s ]
2020-03-01 at 12:20:14 | DEBUG | Select Result: [ <sqlalchemy.engine.result.ResultProxy object at 0x000001B21623EA60> ]
2020-03-01 at 12:20:49 | DEBUG | query_table_byid():
2020-03-01 at 12:20:49 | DEBUG | tablename: bank_dist
2020-03-01 at 12:20:49 | DEBUG | tbid: 59
2020-03-01 at 12:20:49 | DEBUG | fieldlist: None
2020-03-01 at 12:20:49 | DEBUG | idfiled: age
2020-03-01 at 12:20:49 | DEBUG | Connect use uri [ clickhouse://default:passw0rd@192.168.10.12:28123/test ]
2020-03-01 at 12:20:59 | DEBUG | Metafile does not exists, generate it from database ...
2020-03-01 at 12:20:59 | DEBUG | MetaData(bind=Engine(clickhouse://default:***@192.168.10.12:28123/test))
2020-03-01 at 12:20:59 | DEBUG | metadata exists ....
2020-03-01 at 12:21:04 | DEBUG | Read Schema: [ test ]
2020-03-01 at 12:21:06 | DEBUG | MetaData(bind=Engine(clickhouse://default:***@192.168.10.12:28123/test))
2020-03-01 at 12:21:06 | DEBUG | metadata exists ....
2020-03-01 at 12:21:06 | DEBUG | Table Columns: ['bank_dist.age', 'bank_dist.job', 'bank_dist.marital', 'bank_dist.education', 'bank_dist.default', 'bank_dist.housing', 'bank_dist.loan', 'bank_dist.contact', 'bank_dist.month', 'bank_dist.day_of_week', 'bank_dist.duration', 'bank_dist.campaign', 'bank_dist.pdays', 'bank_dist.previous', 'bank_dist.poutcome', 'bank_dist.empvar_rate', 'bank_dist.cons_price_idx', 'bank_dist.cons_conf_idx', 'bank_dist.euribor3m', 'bank_dist.nr_employed']
2020-03-01 at 12:21:06 | DEBUG | Primarykey select string : [ age=:age ]
2020-03-01 at 12:21:06 | ERROR | Exception at crud.query query_table_byid(): 'INTEGER' object has no attribute 'python' 
2020-03-01 at 12:21:13 | DEBUG | query_table_byid():
2020-03-01 at 12:21:13 | DEBUG | tablename: bank_dist
2020-03-01 at 12:21:13 | DEBUG | tbid: 59
2020-03-01 at 12:21:13 | DEBUG | fieldlist: None
2020-03-01 at 12:21:13 | DEBUG | idfiled: age
2020-03-01 at 12:21:13 | DEBUG | Connect use uri [ clickhouse://default:passw0rd@192.168.10.12:28123/test ]
2020-03-01 at 12:21:20 | DEBUG | Metafile does not exists, generate it from database ...
2020-03-01 at 12:21:20 | DEBUG | MetaData(bind=Engine(clickhouse://default:***@192.168.10.12:28123/test))
2020-03-01 at 12:21:20 | DEBUG | metadata exists ....
2020-03-01 at 12:21:22 | DEBUG | Read Schema: [ test ]
2020-03-01 at 12:21:25 | DEBUG | MetaData(bind=Engine(clickhouse://default:***@192.168.10.12:28123/test))
2020-03-01 at 12:21:25 | DEBUG | metadata exists ....
2020-03-01 at 12:21:25 | DEBUG | Table Columns: ['bank_dist.age', 'bank_dist.job', 'bank_dist.marital', 'bank_dist.education', 'bank_dist.default', 'bank_dist.housing', 'bank_dist.loan', 'bank_dist.contact', 'bank_dist.month', 'bank_dist.day_of_week', 'bank_dist.duration', 'bank_dist.campaign', 'bank_dist.pdays', 'bank_dist.previous', 'bank_dist.poutcome', 'bank_dist.empvar_rate', 'bank_dist.cons_price_idx', 'bank_dist.cons_conf_idx', 'bank_dist.euribor3m', 'bank_dist.nr_employed']
2020-03-01 at 12:21:25 | DEBUG | Primarykey select string : [ age=:age ]
2020-03-01 at 12:21:25 | DEBUG | Primarykey select param : [ {'age': 59} ]
2020-03-01 at 12:21:25 | DEBUG | SQL of Query: [ SELECT age, job, marital, education, "default", housing, loan, contact, month, day_of_week, duration, campaign, pdays, previous, poutcome, empvar_rate, cons_price_idx, cons_conf_idx, euribor3m, nr_employed 
FROM bank_dist 
WHERE age=%(age)s
 LIMIT %(param_1)s ]
2020-03-01 at 12:21:25 | DEBUG | Select Result: [ <sqlalchemy.engine.result.ResultProxy object at 0x0000025B7C4B6B50> ]
2020-03-01 at 12:27:33 | DEBUG | query_table_byid():
2020-03-01 at 12:27:33 | DEBUG | tablename: bank_dist
2020-03-01 at 12:27:33 | DEBUG | tbid: 59
2020-03-01 at 12:27:33 | DEBUG | fieldlist: None
2020-03-01 at 12:27:33 | DEBUG | idfiled: age
2020-03-01 at 12:27:33 | DEBUG | Connect use uri [ clickhouse://default:passw0rd@192.168.10.12:28123/test ]
2020-03-01 at 12:27:36 | DEBUG | Metafile does not exists, generate it from database ...
2020-03-01 at 12:27:36 | DEBUG | MetaData(bind=Engine(clickhouse://default:***@192.168.10.12:28123/test))
2020-03-01 at 12:27:36 | DEBUG | metadata exists ....
2020-03-01 at 12:27:40 | DEBUG | Read Schema: [ test ]
2020-03-01 at 12:27:42 | DEBUG | MetaData(bind=Engine(clickhouse://default:***@192.168.10.12:28123/test))
2020-03-01 at 12:27:42 | DEBUG | metadata exists ....
2020-03-01 at 12:27:42 | DEBUG | Table Columns: ['bank_dist.age', 'bank_dist.job', 'bank_dist.marital', 'bank_dist.education', 'bank_dist.default', 'bank_dist.housing', 'bank_dist.loan', 'bank_dist.contact', 'bank_dist.month', 'bank_dist.day_of_week', 'bank_dist.duration', 'bank_dist.campaign', 'bank_dist.pdays', 'bank_dist.previous', 'bank_dist.poutcome', 'bank_dist.empvar_rate', 'bank_dist.cons_price_idx', 'bank_dist.cons_conf_idx', 'bank_dist.euribor3m', 'bank_dist.nr_employed']
2020-03-01 at 12:27:42 | DEBUG | Primarykey select string : [ age=:age ]
2020-03-01 at 12:27:42 | ERROR | Exception at crud.query query_table_byid(): type() takes 1 or 3 arguments 
2020-03-01 at 12:29:10 | DEBUG | query_table_byid():
2020-03-01 at 12:29:10 | DEBUG | tablename: bank_dist
2020-03-01 at 12:29:10 | DEBUG | tbid: 59
2020-03-01 at 12:29:10 | DEBUG | fieldlist: None
2020-03-01 at 12:29:10 | DEBUG | idfiled: age
2020-03-01 at 12:29:10 | DEBUG | Connect use uri [ clickhouse://default:passw0rd@192.168.10.12:28123/test ]
2020-03-01 at 12:29:14 | DEBUG | Metafile does not exists, generate it from database ...
2020-03-01 at 12:29:14 | DEBUG | MetaData(bind=Engine(clickhouse://default:***@192.168.10.12:28123/test))
2020-03-01 at 12:29:14 | DEBUG | metadata exists ....
2020-03-01 at 12:29:18 | DEBUG | Read Schema: [ test ]
2020-03-01 at 12:29:20 | DEBUG | MetaData(bind=Engine(clickhouse://default:***@192.168.10.12:28123/test))
2020-03-01 at 12:29:20 | DEBUG | metadata exists ....
2020-03-01 at 12:29:20 | DEBUG | Table Columns: ['bank_dist.age', 'bank_dist.job', 'bank_dist.marital', 'bank_dist.education', 'bank_dist.default', 'bank_dist.housing', 'bank_dist.loan', 'bank_dist.contact', 'bank_dist.month', 'bank_dist.day_of_week', 'bank_dist.duration', 'bank_dist.campaign', 'bank_dist.pdays', 'bank_dist.previous', 'bank_dist.poutcome', 'bank_dist.empvar_rate', 'bank_dist.cons_price_idx', 'bank_dist.cons_conf_idx', 'bank_dist.euribor3m', 'bank_dist.nr_employed']
2020-03-01 at 12:29:20 | DEBUG | Primarykey select string : [ age=:age ]
2020-03-01 at 12:29:20 | ERROR | Exception at crud.query query_table_byid(): type.__new__() argument 1 must be str, not type 
2020-03-01 at 12:29:43 | DEBUG | query_table_byid():
2020-03-01 at 12:29:43 | DEBUG | tablename: bank_dist
2020-03-01 at 12:29:43 | DEBUG | tbid: 59
2020-03-01 at 12:29:43 | DEBUG | fieldlist: None
2020-03-01 at 12:29:43 | DEBUG | idfiled: age
2020-03-01 at 12:29:43 | DEBUG | Connect use uri [ clickhouse://default:passw0rd@192.168.10.12:28123/test ]
2020-03-01 at 12:29:47 | DEBUG | Metafile does not exists, generate it from database ...
2020-03-01 at 12:29:47 | DEBUG | MetaData(bind=Engine(clickhouse://default:***@192.168.10.12:28123/test))
2020-03-01 at 12:29:47 | DEBUG | metadata exists ....
2020-03-01 at 12:29:48 | DEBUG | Read Schema: [ test ]
2020-03-01 at 12:29:51 | DEBUG | MetaData(bind=Engine(clickhouse://default:***@192.168.10.12:28123/test))
2020-03-01 at 12:29:51 | DEBUG | metadata exists ....
2020-03-01 at 12:29:51 | DEBUG | Table Columns: ['bank_dist.age', 'bank_dist.job', 'bank_dist.marital', 'bank_dist.education', 'bank_dist.default', 'bank_dist.housing', 'bank_dist.loan', 'bank_dist.contact', 'bank_dist.month', 'bank_dist.day_of_week', 'bank_dist.duration', 'bank_dist.campaign', 'bank_dist.pdays', 'bank_dist.previous', 'bank_dist.poutcome', 'bank_dist.empvar_rate', 'bank_dist.cons_price_idx', 'bank_dist.cons_conf_idx', 'bank_dist.euribor3m', 'bank_dist.nr_employed']
2020-03-01 at 12:29:51 | DEBUG | Primarykey select string : [ age=:age ]
2020-03-01 at 12:29:51 | ERROR | Exception at crud.query query_table_byid(): type.__new__() argument 2 must be tuple, not None 
2020-03-01 at 12:30:10 | DEBUG | query_table_byid():
2020-03-01 at 12:30:10 | DEBUG | tablename: bank_dist
2020-03-01 at 12:30:10 | DEBUG | tbid: 59
2020-03-01 at 12:30:10 | DEBUG | fieldlist: None
2020-03-01 at 12:30:10 | DEBUG | idfiled: age
2020-03-01 at 12:30:10 | DEBUG | Connect use uri [ clickhouse://default:passw0rd@192.168.10.12:28123/test ]
2020-03-01 at 12:30:13 | DEBUG | Metafile does not exists, generate it from database ...
2020-03-01 at 12:30:13 | DEBUG | MetaData(bind=Engine(clickhouse://default:***@192.168.10.12:28123/test))
2020-03-01 at 12:30:13 | DEBUG | metadata exists ....
2020-03-01 at 12:30:16 | DEBUG | Read Schema: [ test ]
2020-03-01 at 12:30:20 | DEBUG | MetaData(bind=Engine(clickhouse://default:***@192.168.10.12:28123/test))
2020-03-01 at 12:30:20 | DEBUG | metadata exists ....
2020-03-01 at 12:30:20 | DEBUG | Table Columns: ['bank_dist.age', 'bank_dist.job', 'bank_dist.marital', 'bank_dist.education', 'bank_dist.default', 'bank_dist.housing', 'bank_dist.loan', 'bank_dist.contact', 'bank_dist.month', 'bank_dist.day_of_week', 'bank_dist.duration', 'bank_dist.campaign', 'bank_dist.pdays', 'bank_dist.previous', 'bank_dist.poutcome', 'bank_dist.empvar_rate', 'bank_dist.cons_price_idx', 'bank_dist.cons_conf_idx', 'bank_dist.euribor3m', 'bank_dist.nr_employed']
2020-03-01 at 12:30:20 | DEBUG | Primarykey select string : [ age=:age ]
2020-03-01 at 12:30:20 | DEBUG | Primarykey select param : [ {'age': 59} ]
2020-03-01 at 12:30:20 | DEBUG | SQL of Query: [ SELECT age, job, marital, education, "default", housing, loan, contact, month, day_of_week, duration, campaign, pdays, previous, poutcome, empvar_rate, cons_price_idx, cons_conf_idx, euribor3m, nr_employed 
FROM bank_dist 
WHERE age=%(age)s
 LIMIT %(param_1)s ]
2020-03-01 at 12:30:20 | DEBUG | Select Result: [ <sqlalchemy.engine.result.ResultProxy object at 0x000001AE45012850> ]
2020-03-01 at 12:30:22 | DEBUG | query_table_byid():
2020-03-01 at 12:30:22 | DEBUG | tablename: bank_dist
2020-03-01 at 12:30:22 | DEBUG | tbid: 59
2020-03-01 at 12:30:22 | DEBUG | fieldlist: None
2020-03-01 at 12:30:22 | DEBUG | idfiled: age
2020-03-01 at 12:30:22 | DEBUG | Connect use uri [ clickhouse://default:passw0rd@192.168.10.12:28123/test ]
2020-03-01 at 12:30:27 | DEBUG | Metafile does not exists, generate it from database ...
2020-03-01 at 12:30:27 | DEBUG | MetaData(bind=Engine(clickhouse://default:***@192.168.10.12:28123/test))
2020-03-01 at 12:30:27 | DEBUG | metadata exists ....
2020-03-01 at 12:30:32 | DEBUG | Read Schema: [ test ]
2020-03-01 at 12:30:35 | DEBUG | MetaData(bind=Engine(clickhouse://default:***@192.168.10.12:28123/test))
2020-03-01 at 12:30:35 | DEBUG | metadata exists ....
2020-03-01 at 12:30:35 | DEBUG | Table Columns: ['bank_dist.age', 'bank_dist.job', 'bank_dist.marital', 'bank_dist.education', 'bank_dist.default', 'bank_dist.housing', 'bank_dist.loan', 'bank_dist.contact', 'bank_dist.month', 'bank_dist.day_of_week', 'bank_dist.duration', 'bank_dist.campaign', 'bank_dist.pdays', 'bank_dist.previous', 'bank_dist.poutcome', 'bank_dist.empvar_rate', 'bank_dist.cons_price_idx', 'bank_dist.cons_conf_idx', 'bank_dist.euribor3m', 'bank_dist.nr_employed']
2020-03-01 at 12:30:35 | DEBUG | Primarykey select string : [ age=:age ]
2020-03-01 at 12:30:35 | DEBUG | Primarykey select param : [ {'age': '59'} ]
2020-03-01 at 12:30:35 | ERROR | Exception at crud.query query_table_byid(): Code: 43, e.displayText() = DB::Exception: Illegal types of arguments (UInt16, String) of function equals (version 20.1.3.7 (official build))
 
2020-03-01 at 12:30:49 | DEBUG | query_table_byid():
2020-03-01 at 12:30:49 | DEBUG | tablename: bank_dist
2020-03-01 at 12:30:49 | DEBUG | tbid: 59
2020-03-01 at 12:30:49 | DEBUG | fieldlist: None
2020-03-01 at 12:30:49 | DEBUG | idfiled: age
2020-03-01 at 12:30:49 | DEBUG | Connect use uri [ clickhouse://default:passw0rd@192.168.10.12:28123/test ]
2020-03-01 at 12:30:53 | DEBUG | Metafile does not exists, generate it from database ...
2020-03-01 at 12:30:53 | DEBUG | MetaData(bind=Engine(clickhouse://default:***@192.168.10.12:28123/test))
2020-03-01 at 12:30:53 | DEBUG | metadata exists ....
2020-03-01 at 12:30:55 | DEBUG | Read Schema: [ test ]
2020-03-01 at 12:30:57 | DEBUG | MetaData(bind=Engine(clickhouse://default:***@192.168.10.12:28123/test))
2020-03-01 at 12:30:57 | DEBUG | metadata exists ....
2020-03-01 at 12:30:57 | DEBUG | Table Columns: ['bank_dist.age', 'bank_dist.job', 'bank_dist.marital', 'bank_dist.education', 'bank_dist.default', 'bank_dist.housing', 'bank_dist.loan', 'bank_dist.contact', 'bank_dist.month', 'bank_dist.day_of_week', 'bank_dist.duration', 'bank_dist.campaign', 'bank_dist.pdays', 'bank_dist.previous', 'bank_dist.poutcome', 'bank_dist.empvar_rate', 'bank_dist.cons_price_idx', 'bank_dist.cons_conf_idx', 'bank_dist.euribor3m', 'bank_dist.nr_employed']
2020-03-01 at 12:30:57 | DEBUG | Primarykey select string : [ age=:age ]
2020-03-01 at 12:30:57 | DEBUG | Primarykey select param : [ {'age': '59'} ]
2020-03-01 at 12:30:57 | ERROR | Exception at crud.query query_table_byid(): Code: 43, e.displayText() = DB::Exception: Illegal types of arguments (UInt16, String) of function equals (version 20.1.3.7 (official build))
 
2020-03-01 at 12:46:44 | DEBUG | query_table_byid():
2020-03-01 at 12:46:44 | DEBUG | tablename: bank_dist
2020-03-01 at 12:46:44 | DEBUG | tbid: 59
2020-03-01 at 12:46:44 | DEBUG | fieldlist: None
2020-03-01 at 12:46:44 | DEBUG | idfiled: age
2020-03-01 at 12:46:44 | DEBUG | Connect use uri [ clickhouse://default:passw0rd@192.168.10.12:28123/test ]
2020-03-01 at 12:46:47 | DEBUG | query_table_byid():
2020-03-01 at 12:46:47 | DEBUG | tablename: bank_dist
2020-03-01 at 12:46:47 | DEBUG | tbid: 59
2020-03-01 at 12:46:47 | DEBUG | fieldlist: None
2020-03-01 at 12:46:47 | DEBUG | idfiled: age
2020-03-01 at 12:46:47 | DEBUG | Connect use uri [ clickhouse://default:passw0rd@192.168.10.12:28123/test ]
2020-03-01 at 12:46:50 | DEBUG | Metafile does not exists, generate it from database ...
2020-03-01 at 12:46:50 | DEBUG | MetaData(bind=Engine(clickhouse://default:***@192.168.10.12:28123/test))
2020-03-01 at 12:46:50 | DEBUG | metadata exists ....
2020-03-01 at 12:46:52 | DEBUG | Read Schema: [ test ]
2020-03-01 at 12:46:56 | DEBUG | MetaData(bind=Engine(clickhouse://default:***@192.168.10.12:28123/test))
2020-03-01 at 12:46:56 | DEBUG | metadata exists ....
2020-03-01 at 12:46:56 | DEBUG | Table Columns: ['bank_dist.age', 'bank_dist.job', 'bank_dist.marital', 'bank_dist.education', 'bank_dist.default', 'bank_dist.housing', 'bank_dist.loan', 'bank_dist.contact', 'bank_dist.month', 'bank_dist.day_of_week', 'bank_dist.duration', 'bank_dist.campaign', 'bank_dist.pdays', 'bank_dist.previous', 'bank_dist.poutcome', 'bank_dist.empvar_rate', 'bank_dist.cons_price_idx', 'bank_dist.cons_conf_idx', 'bank_dist.euribor3m', 'bank_dist.nr_employed']
2020-03-01 at 12:46:56 | DEBUG | Primarykey select string : [ age=:age ]
2020-03-01 at 12:46:56 | DEBUG | Primarykey select param : [ {'age': '59'} ]
2020-03-01 at 12:46:56 | ERROR | Exception at crud.query query_table_byid(): Code: 43, e.displayText() = DB::Exception: Illegal types of arguments (UInt16, String) of function equals (version 20.1.3.7 (official build))
 
2020-03-01 at 12:47:18 | DEBUG | query_table_byid():
2020-03-01 at 12:47:18 | DEBUG | tablename: bank_dist
2020-03-01 at 12:47:18 | DEBUG | tbid: 59
2020-03-01 at 12:47:18 | DEBUG | fieldlist: None
2020-03-01 at 12:47:18 | DEBUG | idfiled: age
2020-03-01 at 12:47:18 | DEBUG | Connect use uri [ clickhouse://default:passw0rd@192.168.10.12:28123/test ]
2020-03-01 at 12:47:22 | DEBUG | Metafile does not exists, generate it from database ...
2020-03-01 at 12:47:22 | DEBUG | MetaData(bind=Engine(clickhouse://default:***@192.168.10.12:28123/test))
2020-03-01 at 12:47:22 | DEBUG | metadata exists ....
2020-03-01 at 12:47:23 | DEBUG | Read Schema: [ test ]
2020-03-01 at 12:47:27 | DEBUG | MetaData(bind=Engine(clickhouse://default:***@192.168.10.12:28123/test))
2020-03-01 at 12:47:27 | DEBUG | metadata exists ....
2020-03-01 at 12:47:27 | DEBUG | Table Columns: ['bank_dist.age', 'bank_dist.job', 'bank_dist.marital', 'bank_dist.education', 'bank_dist.default', 'bank_dist.housing', 'bank_dist.loan', 'bank_dist.contact', 'bank_dist.month', 'bank_dist.day_of_week', 'bank_dist.duration', 'bank_dist.campaign', 'bank_dist.pdays', 'bank_dist.previous', 'bank_dist.poutcome', 'bank_dist.empvar_rate', 'bank_dist.cons_price_idx', 'bank_dist.cons_conf_idx', 'bank_dist.euribor3m', 'bank_dist.nr_employed']
2020-03-01 at 12:47:27 | DEBUG | Primarykey select string : [ age=:age ]
2020-03-01 at 12:47:27 | DEBUG | Primarykey select param : [ {'age': '59'} ]
2020-03-01 at 12:47:27 | ERROR | Exception at crud.query query_table_byid(): Code: 43, e.displayText() = DB::Exception: Illegal types of arguments (UInt16, String) of function equals (version 20.1.3.7 (official build))
 
2020-03-01 at 12:48:59 | DEBUG | query_table_byid():
2020-03-01 at 12:48:59 | DEBUG | tablename: bank_dist
2020-03-01 at 12:48:59 | DEBUG | tbid: 59
2020-03-01 at 12:48:59 | DEBUG | fieldlist: None
2020-03-01 at 12:48:59 | DEBUG | idfiled: age
2020-03-01 at 12:48:59 | DEBUG | Connect use uri [ clickhouse://default:passw0rd@192.168.10.12:28123/test ]
2020-03-01 at 12:49:03 | DEBUG | Metafile does not exists, generate it from database ...
2020-03-01 at 12:49:03 | DEBUG | MetaData(bind=Engine(clickhouse://default:***@192.168.10.12:28123/test))
2020-03-01 at 12:49:03 | DEBUG | metadata exists ....
2020-03-01 at 12:49:04 | DEBUG | Read Schema: [ test ]
2020-03-01 at 12:49:07 | DEBUG | MetaData(bind=Engine(clickhouse://default:***@192.168.10.12:28123/test))
2020-03-01 at 12:49:07 | DEBUG | metadata exists ....
2020-03-01 at 12:49:07 | DEBUG | Table Columns: ['bank_dist.age', 'bank_dist.job', 'bank_dist.marital', 'bank_dist.education', 'bank_dist.default', 'bank_dist.housing', 'bank_dist.loan', 'bank_dist.contact', 'bank_dist.month', 'bank_dist.day_of_week', 'bank_dist.duration', 'bank_dist.campaign', 'bank_dist.pdays', 'bank_dist.previous', 'bank_dist.poutcome', 'bank_dist.empvar_rate', 'bank_dist.cons_price_idx', 'bank_dist.cons_conf_idx', 'bank_dist.euribor3m', 'bank_dist.nr_employed']
2020-03-01 at 12:49:07 | DEBUG | Primarykey select string : [ age=:age ]
2020-03-01 at 12:49:07 | DEBUG | Primarykey select param : [ {'age': '59'} ]
2020-03-01 at 12:49:07 | ERROR | Exception at crud.query query_table_byid(): Code: 43, e.displayText() = DB::Exception: Illegal types of arguments (UInt16, String) of function equals (version 20.1.3.7 (official build))
 
2020-03-01 at 12:51:14 | DEBUG | query_table_byid():
2020-03-01 at 12:51:14 | DEBUG | tablename: bank_dist
2020-03-01 at 12:51:14 | DEBUG | tbid: 59
2020-03-01 at 12:51:14 | DEBUG | fieldlist: None
2020-03-01 at 12:51:14 | DEBUG | idfiled: age
2020-03-01 at 12:51:14 | DEBUG | Connect use uri [ clickhouse://default:passw0rd@192.168.10.12:28123/test ]
2020-03-01 at 12:51:18 | DEBUG | Metafile does not exists, generate it from database ...
2020-03-01 at 12:51:18 | DEBUG | MetaData(bind=Engine(clickhouse://default:***@192.168.10.12:28123/test))
2020-03-01 at 12:51:18 | DEBUG | metadata exists ....
2020-03-01 at 12:51:22 | DEBUG | Read Schema: [ test ]
2020-03-01 at 12:51:24 | DEBUG | MetaData(bind=Engine(clickhouse://default:***@192.168.10.12:28123/test))
2020-03-01 at 12:51:24 | DEBUG | metadata exists ....
